Licence_Class,Licence_Type,Age_Group,Gender,Count,RPT_DATE
Medium Rigid Vehicle Licence,Provisional,19,M,6,01/08/2019
Medium Rigid Vehicle Licence,Provisional,21,M,1,01/08/2019
Medium Rigid Vehicle Licence,Provisional,24,M,1,01/08/2019
Medium Rigid Vehicle Licence,Provisional,30,M,2,01/08/2019
Medium Rigid Vehicle Licence,Provisional,42,M,1,01/08/2019
Medium Rigid Vehicle Licence,Restricted,30,F,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,20,M,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,21,M,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,23,M,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,24,M,4,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,25,M,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,26,M,6,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,27,M,4,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,28,M,4,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,29,M,4,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,30,M,5,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,31,M,12,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,32,M,5,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,33,M,8,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,34,M,12,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,35,M,5,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,36,M,14,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,37,M,7,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,38,F,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,38,M,9,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,39,M,7,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,40,F,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,40,M,8,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,41,M,7,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,42,F,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,42,M,7,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,43,M,14,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,44,M,14,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,45,M,14,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,46,F,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,46,M,22,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,47,M,13,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,48,F,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,48,M,13,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,49,M,16,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,50,M,12,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,51,M,12,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,52,M,28,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,53,F,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,53,M,13,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,54,M,23,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,55,M,18,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,56,M,20,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,57,M,15,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,58,M,23,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,59,M,16,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,60,M,8,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,61,M,11,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,62,M,9,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,63,M,11,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,64,M,9,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,65,M,6,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,66,M,11,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,67,M,8,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,68,M,7,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,69,M,8,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,70,M,6,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,71,M,9,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,72,M,5,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,73,M,3,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,74,M,2,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,75,M,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,76,M,4,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,77,M,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,78,M,1,01/08/2019
Multi-Combination Vehicle Licence,National Heavy Veh,79,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,20,M,2,01/08/2019
Rider: Motor Cycle Licence,Full,21,M,3,01/08/2019
Rider: Motor Cycle Licence,Full,22,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,22,M,3,01/08/2019
Rider: Motor Cycle Licence,Full,23,M,4,01/08/2019
Rider: Motor Cycle Licence,Full,24,M,2,01/08/2019
Rider: Motor Cycle Licence,Full,25,M,5,01/08/2019
Rider: Motor Cycle Licence,Full,26,M,9,01/08/2019
Rider: Motor Cycle Licence,Full,27,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,27,M,5,01/08/2019
Rider: Motor Cycle Licence,Full,28,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,28,M,4,01/08/2019
Rider: Motor Cycle Licence,Full,29,M,8,01/08/2019
Rider: Motor Cycle Licence,Full,30,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,30,M,3,01/08/2019
Rider: Motor Cycle Licence,Full,31,M,4,01/08/2019
Rider: Motor Cycle Licence,Full,32,F,2,01/08/2019
Rider: Motor Cycle Licence,Full,32,M,5,01/08/2019
Rider: Motor Cycle Licence,Full,33,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,33,M,5,01/08/2019
Rider: Motor Cycle Licence,Full,34,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,34,M,9,01/08/2019
Rider: Motor Cycle Licence,Full,35,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,36,M,4,01/08/2019
Rider: Motor Cycle Licence,Full,37,M,4,01/08/2019
Rider: Motor Cycle Licence,Full,38,M,4,01/08/2019
Rider: Motor Cycle Licence,Full,39,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,40,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,40,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,41,F,2,01/08/2019
Rider: Motor Cycle Licence,Full,41,M,3,01/08/2019
Rider: Motor Cycle Licence,Full,42,M,2,01/08/2019
Rider: Motor Cycle Licence,Full,43,M,5,01/08/2019
Rider: Motor Cycle Licence,Full,44,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,45,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,46,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,46,M,4,01/08/2019
Rider: Motor Cycle Licence,Full,47,M,2,01/08/2019
Rider: Motor Cycle Licence,Full,49,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,50,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,50,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,51,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,52,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,53,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,54,M,2,01/08/2019
Rider: Motor Cycle Licence,Full,55,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,56,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,57,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,58,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,59,M,2,01/08/2019
Rider: Motor Cycle Licence,Full,60,F,2,01/08/2019
Rider: Motor Cycle Licence,Full,60,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,61,M,2,01/08/2019
Rider: Motor Cycle Licence,Full,64,M,1,01/08/2019
Rider: Motor Cycle Licence,Full,67,F,1,01/08/2019
Rider: Motor Cycle Licence,Full,68,M,3,01/08/2019
Rider: Motor Cycle Licence,Full,76,M,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,17,M,2,01/08/2019
Rider: Motor Cycle Licence,Provisional,18,M,2,01/08/2019
Rider: Motor Cycle Licence,Provisional,19,F,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,19,M,2,01/08/2019
Rider: Motor Cycle Licence,Provisional,21,F,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,21,M,7,01/08/2019
Rider: Motor Cycle Licence,Provisional,22,F,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,22,M,9,01/08/2019
Rider: Motor Cycle Licence,Provisional,23,M,4,01/08/2019
Rider: Motor Cycle Licence,Provisional,24,M,6,01/08/2019
Rider: Motor Cycle Licence,Provisional,25,M,6,01/08/2019
Rider: Motor Cycle Licence,Provisional,26,M,3,01/08/2019
Rider: Motor Cycle Licence,Provisional,27,M,3,01/08/2019
Rider: Motor Cycle Licence,Provisional,28,M,2,01/08/2019
Rider: Motor Cycle Licence,Provisional,29,M,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,30,F,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,30,M,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,31,M,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,34,M,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,42,M,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,54,M,1,01/08/2019
Rider: Motor Cycle Licence,Provisional,62,M,1,01/08/2019
