Licence_Class,Licence_Type,Age_Group,Gender,Count,RPT_DATE
Car Licence,Full,18,F,1,01/08/2019
Car Licence,Full,18,M,2,01/08/2019
Car Licence,Full,19,F,12,01/08/2019
Car Licence,Full,19,M,24,01/08/2019
Car Licence,Full,20,F,1151,01/08/2019
Car Licence,Full,20,M,1150,01/08/2019
Car Licence,Full,20,S,1,01/08/2019
Car Licence,Full,21,F,1875,01/08/2019
Car Licence,Full,21,M,1859,01/08/2019
Car Licence,Full,21,S,1,01/08/2019
Car Licence,Full,22,F,2151,01/08/2019
Car Licence,Full,22,M,2258,01/08/2019
Car Licence,Full,23,F,2501,01/08/2019
Car Licence,Full,23,M,2678,01/08/2019
Car Licence,Full,23,S,1,01/08/2019
Car Licence,Full,24,F,2823,01/08/2019
Car Licence,Full,24,M,2878,01/08/2019
Car Licence,Full,24,S,2,01/08/2019
Car Licence,Full,25,F,2453,01/08/2019
Car Licence,Full,25,M,2410,01/08/2019
Car Licence,Full,25,S,1,01/08/2019
Car Licence,Full,26,A,1,01/08/2019
Car Licence,Full,26,F,2733,01/08/2019
Car Licence,Full,26,M,2776,01/08/2019
Car Licence,Full,27,F,2941,01/08/2019
Car Licence,Full,27,M,3195,01/08/2019
Car Licence,Full,27,S,1,01/08/2019
Car Licence,Full,27,U,3,01/08/2019
Car Licence,Full,28,F,3348,01/08/2019
Car Licence,Full,28,M,3421,01/08/2019
Car Licence,Full,28,S,1,01/08/2019
Car Licence,Full,28,U,2,01/08/2019
Car Licence,Full,29,F,3506,01/08/2019
Car Licence,Full,29,M,3573,01/08/2019
Car Licence,Full,29,S,5,01/08/2019
Car Licence,Full,29,U,1,01/08/2019
Car Licence,Full,30,F,2970,01/08/2019
Car Licence,Full,30,M,2902,01/08/2019
Car Licence,Full,30,S,2,01/08/2019
Car Licence,Full,30,U,1,01/08/2019
Car Licence,Full,31,F,3182,01/08/2019
Car Licence,Full,31,M,3084,01/08/2019
Car Licence,Full,31,U,3,01/08/2019
Car Licence,Full,32,F,3348,01/08/2019
Car Licence,Full,32,M,3331,01/08/2019
Car Licence,Full,32,S,1,01/08/2019
Car Licence,Full,33,F,3637,01/08/2019
Car Licence,Full,33,M,3514,01/08/2019
Car Licence,Full,33,S,2,01/08/2019
Car Licence,Full,33,U,1,01/08/2019
Car Licence,Full,34,F,3915,01/08/2019
Car Licence,Full,34,M,3761,01/08/2019
Car Licence,Full,34,U,1,01/08/2019
Car Licence,Full,35,F,3201,01/08/2019
Car Licence,Full,35,M,3113,01/08/2019
Car Licence,Full,35,S,1,01/08/2019
Car Licence,Full,35,U,2,01/08/2019
Car Licence,Full,36,F,3354,01/08/2019
Car Licence,Full,36,M,3217,01/08/2019
Car Licence,Full,36,U,1,01/08/2019
Car Licence,Full,37,F,3416,01/08/2019
Car Licence,Full,37,M,3264,01/08/2019
Car Licence,Full,37,U,2,01/08/2019
Car Licence,Full,38,F,3409,01/08/2019
Car Licence,Full,38,M,3379,01/08/2019
Car Licence,Full,38,U,1,01/08/2019
Car Licence,Full,39,F,3404,01/08/2019
Car Licence,Full,39,M,3267,01/08/2019
Car Licence,Full,39,S,1,01/08/2019
Car Licence,Full,40,F,2787,01/08/2019
Car Licence,Full,40,M,2616,01/08/2019
Car Licence,Full,40,S,1,01/08/2019
Car Licence,Full,41,F,2904,01/08/2019
Car Licence,Full,41,M,2777,01/08/2019
Car Licence,Full,42,F,2890,01/08/2019
Car Licence,Full,42,M,2725,01/08/2019
Car Licence,Full,42,U,1,01/08/2019
Car Licence,Full,43,F,2832,01/08/2019
Car Licence,Full,43,M,2839,01/08/2019
Car Licence,Full,44,F,3144,01/08/2019
Car Licence,Full,44,M,2956,01/08/2019
Car Licence,Full,44,S,1,01/08/2019
Car Licence,Full,44,U,1,01/08/2019
Car Licence,Full,45,F,2758,01/08/2019
Car Licence,Full,45,M,2446,01/08/2019
Car Licence,Full,45,U,1,01/08/2019
Car Licence,Full,46,F,2911,01/08/2019
Car Licence,Full,46,M,2553,01/08/2019
Car Licence,Full,47,F,3005,01/08/2019
Car Licence,Full,47,M,2639,01/08/2019
Car Licence,Full,48,F,2927,01/08/2019
Car Licence,Full,48,M,2696,01/08/2019
Car Licence,Full,48,U,1,01/08/2019
Car Licence,Full,49,F,2930,01/08/2019
Car Licence,Full,49,M,2438,01/08/2019
Car Licence,Full,50,F,2425,01/08/2019
Car Licence,Full,50,M,2051,01/08/2019
Car Licence,Full,50,U,1,01/08/2019
Car Licence,Full,51,F,2358,01/08/2019
Car Licence,Full,51,M,2054,01/08/2019
Car Licence,Full,52,F,2483,01/08/2019
Car Licence,Full,52,M,2033,01/08/2019
Car Licence,Full,53,F,2560,01/08/2019
Car Licence,Full,53,M,2057,01/08/2019
Car Licence,Full,54,F,2603,01/08/2019
Car Licence,Full,54,M,2119,01/08/2019
Car Licence,Full,54,S,2,01/08/2019
Car Licence,Full,55,F,2251,01/08/2019
Car Licence,Full,55,M,1813,01/08/2019
Car Licence,Full,55,U,1,01/08/2019
Car Licence,Full,56,F,2330,01/08/2019
Car Licence,Full,56,M,1990,01/08/2019
Car Licence,Full,57,F,2400,01/08/2019
Car Licence,Full,57,M,1794,01/08/2019
Car Licence,Full,57,U,1,01/08/2019
Car Licence,Full,58,F,2373,01/08/2019
Car Licence,Full,58,M,1930,01/08/2019
Car Licence,Full,59,F,2305,01/08/2019
Car Licence,Full,59,M,1909,01/08/2019
Car Licence,Full,60,F,2049,01/08/2019
Car Licence,Full,60,M,1566,01/08/2019
Car Licence,Full,61,F,2024,01/08/2019
Car Licence,Full,61,M,1566,01/08/2019
Car Licence,Full,62,F,2073,01/08/2019
Car Licence,Full,62,M,1607,01/08/2019
Car Licence,Full,63,F,1932,01/08/2019
Car Licence,Full,63,M,1418,01/08/2019
Car Licence,Full,64,F,1925,01/08/2019
Car Licence,Full,64,M,1473,01/08/2019
Car Licence,Full,65,F,1747,01/08/2019
Car Licence,Full,65,M,1335,01/08/2019
Car Licence,Full,66,F,1851,01/08/2019
Car Licence,Full,66,M,1394,01/08/2019
Car Licence,Full,67,F,1767,01/08/2019
Car Licence,Full,67,M,1320,01/08/2019
Car Licence,Full,68,F,1720,01/08/2019
Car Licence,Full,68,M,1376,01/08/2019
Car Licence,Full,69,F,1711,01/08/2019
Car Licence,Full,69,M,1371,01/08/2019
Car Licence,Full,70,F,1546,01/08/2019
Car Licence,Full,70,M,1155,01/08/2019
Car Licence,Full,71,F,1570,01/08/2019
Car Licence,Full,71,M,1271,01/08/2019
Car Licence,Full,72,F,1525,01/08/2019
Car Licence,Full,72,M,1189,01/08/2019
Car Licence,Full,73,F,1213,01/08/2019
Car Licence,Full,73,M,980,01/08/2019
Car Licence,Full,74,F,1138,01/08/2019
Car Licence,Full,74,M,907,01/08/2019
Car Licence,Full,75,F,984,01/08/2019
Car Licence,Full,75,M,796,01/08/2019
Car Licence,Full,75,U,1,01/08/2019
Car Licence,Full,76,F,847,01/08/2019
Car Licence,Full,76,M,817,01/08/2019
Car Licence,Full,77,F,816,01/08/2019
Car Licence,Full,77,M,706,01/08/2019
Car Licence,Full,78,F,774,01/08/2019
Car Licence,Full,78,M,619,01/08/2019
Car Licence,Full,79,F,699,01/08/2019
Car Licence,Full,79,M,673,01/08/2019
Car Licence,Full,80,F,556,01/08/2019
Car Licence,Full,80,M,515,01/08/2019
Car Licence,Full,81,F,533,01/08/2019
Car Licence,Full,81,M,495,01/08/2019
Car Licence,Full,82,F,462,01/08/2019
Car Licence,Full,82,M,406,01/08/2019
Car Licence,Full,83,F,424,01/08/2019
Car Licence,Full,83,M,447,01/08/2019
Car Licence,Full,84,F,363,01/08/2019
Car Licence,Full,84,M,395,01/08/2019
Car Licence,Full,85,F,244,01/08/2019
Car Licence,Full,85,M,246,01/08/2019
Car Licence,Full,86,F,243,01/08/2019
Car Licence,Full,86,M,263,01/08/2019
Car Licence,Full,87,F,194,01/08/2019
Car Licence,Full,87,M,209,01/08/2019
Car Licence,Full,88,F,184,01/08/2019
Car Licence,Full,88,M,226,01/08/2019
Car Licence,Full,89,F,156,01/08/2019
Car Licence,Full,89,M,202,01/08/2019
Car Licence,Full,90,F,83,01/08/2019
Car Licence,Full,90,M,73,01/08/2019
Car Licence,Full,91,F,69,01/08/2019
Car Licence,Full,91,M,83,01/08/2019
Car Licence,Full,92,F,59,01/08/2019
Car Licence,Full,92,M,71,01/08/2019
Car Licence,Full,93,F,46,01/08/2019
Car Licence,Full,93,M,66,01/08/2019
Car Licence,Full,94,F,38,01/08/2019
Car Licence,Full,94,M,47,01/08/2019
Car Licence,Full,95,F,15,01/08/2019
Car Licence,Full,95,M,16,01/08/2019
Car Licence,Full,96,F,4,01/08/2019
Car Licence,Full,96,M,12,01/08/2019
Car Licence,Full,97,F,8,01/08/2019
Car Licence,Full,97,M,10,01/08/2019
Car Licence,Full,98,F,3,01/08/2019
Car Licence,Full,98,M,6,01/08/2019
Car Licence,Full,99,F,4,01/08/2019
Car Licence,Full,99,M,5,01/08/2019
Car Licence,Learner,15,F,239,01/08/2019
Car Licence,Learner,15,M,199,01/08/2019
Car Licence,Learner,16,F,1694,01/08/2019
Car Licence,Learner,16,M,1715,01/08/2019
Car Licence,Learner,16,S,3,01/08/2019
Car Licence,Learner,17,F,857,01/08/2019
Car Licence,Learner,17,M,906,01/08/2019
Car Licence,Learner,17,S,4,01/08/2019
Car Licence,Learner,18,F,381,01/08/2019
Car Licence,Learner,18,M,415,01/08/2019
Car Licence,Learner,19,F,232,01/08/2019
Car Licence,Learner,19,M,218,01/08/2019
Car Licence,Learner,19,S,1,01/08/2019
Car Licence,Learner,20,F,184,01/08/2019
Car Licence,Learner,20,M,169,01/08/2019
Car Licence,Learner,20,S,1,01/08/2019
Car Licence,Learner,21,A,1,01/08/2019
Car Licence,Learner,21,F,157,01/08/2019
Car Licence,Learner,21,M,157,01/08/2019
Car Licence,Learner,22,F,146,01/08/2019
Car Licence,Learner,22,M,119,01/08/2019
Car Licence,Learner,23,F,134,01/08/2019
Car Licence,Learner,23,M,109,01/08/2019
Car Licence,Learner,24,F,143,01/08/2019
Car Licence,Learner,24,M,102,01/08/2019
Car Licence,Learner,25,F,144,01/08/2019
Car Licence,Learner,25,M,80,01/08/2019
Car Licence,Learner,25,U,1,01/08/2019
Car Licence,Learner,26,F,150,01/08/2019
Car Licence,Learner,26,M,70,01/08/2019
Car Licence,Learner,27,F,128,01/08/2019
Car Licence,Learner,27,M,69,01/08/2019
Car Licence,Learner,28,F,132,01/08/2019
Car Licence,Learner,28,M,53,01/08/2019
Car Licence,Learner,29,F,119,01/08/2019
Car Licence,Learner,29,M,60,01/08/2019
Car Licence,Learner,30,F,133,01/08/2019
Car Licence,Learner,30,M,49,01/08/2019
Car Licence,Learner,31,F,116,01/08/2019
Car Licence,Learner,31,M,27,01/08/2019
Car Licence,Learner,32,F,123,01/08/2019
Car Licence,Learner,32,M,40,01/08/2019
Car Licence,Learner,33,F,110,01/08/2019
Car Licence,Learner,33,M,39,01/08/2019
Car Licence,Learner,34,F,110,01/08/2019
Car Licence,Learner,34,M,25,01/08/2019
Car Licence,Learner,35,F,64,01/08/2019
Car Licence,Learner,35,M,19,01/08/2019
Car Licence,Learner,36,F,80,01/08/2019
Car Licence,Learner,36,M,15,01/08/2019
Car Licence,Learner,37,F,66,01/08/2019
Car Licence,Learner,37,M,21,01/08/2019
Car Licence,Learner,38,F,63,01/08/2019
Car Licence,Learner,38,M,18,01/08/2019
Car Licence,Learner,38,U,1,01/08/2019
Car Licence,Learner,39,F,56,01/08/2019
Car Licence,Learner,39,M,10,01/08/2019
Car Licence,Learner,40,F,36,01/08/2019
Car Licence,Learner,40,M,12,01/08/2019
Car Licence,Learner,41,F,31,01/08/2019
Car Licence,Learner,41,M,8,01/08/2019
Car Licence,Learner,42,F,33,01/08/2019
Car Licence,Learner,42,M,9,01/08/2019
Car Licence,Learner,43,F,28,01/08/2019
Car Licence,Learner,43,M,13,01/08/2019
Car Licence,Learner,44,F,28,01/08/2019
Car Licence,Learner,44,M,7,01/08/2019
Car Licence,Learner,45,F,26,01/08/2019
Car Licence,Learner,45,M,6,01/08/2019
Car Licence,Learner,46,F,22,01/08/2019
Car Licence,Learner,46,M,12,01/08/2019
Car Licence,Learner,47,F,15,01/08/2019
Car Licence,Learner,47,M,6,01/08/2019
Car Licence,Learner,48,F,14,01/08/2019
Car Licence,Learner,48,M,3,01/08/2019
Car Licence,Learner,49,F,10,01/08/2019
Car Licence,Learner,49,M,9,01/08/2019
Car Licence,Learner,50,F,10,01/08/2019
Car Licence,Learner,50,M,4,01/08/2019
Car Licence,Learner,51,F,11,01/08/2019
Car Licence,Learner,51,M,3,01/08/2019
Car Licence,Learner,52,F,15,01/08/2019
Car Licence,Learner,52,M,1,01/08/2019
Car Licence,Learner,53,F,10,01/08/2019
Car Licence,Learner,53,M,4,01/08/2019
Car Licence,Learner,54,F,8,01/08/2019
Car Licence,Learner,54,M,4,01/08/2019
Car Licence,Learner,55,F,7,01/08/2019
Car Licence,Learner,55,M,3,01/08/2019
Car Licence,Learner,56,F,8,01/08/2019
Car Licence,Learner,56,M,1,01/08/2019
Car Licence,Learner,57,F,3,01/08/2019
Car Licence,Learner,57,M,3,01/08/2019
Car Licence,Learner,58,F,12,01/08/2019
Car Licence,Learner,58,M,1,01/08/2019
Car Licence,Learner,59,F,10,01/08/2019
Car Licence,Learner,59,U,1,01/08/2019
Car Licence,Learner,60,F,7,01/08/2019
Car Licence,Learner,60,M,2,01/08/2019
Car Licence,Learner,61,F,6,01/08/2019
Car Licence,Learner,61,M,3,01/08/2019
Car Licence,Learner,62,F,3,01/08/2019
Car Licence,Learner,62,M,3,01/08/2019
Car Licence,Learner,63,F,4,01/08/2019
Car Licence,Learner,63,M,1,01/08/2019
Car Licence,Learner,64,M,3,01/08/2019
Car Licence,Learner,65,F,4,01/08/2019
Car Licence,Learner,65,M,2,01/08/2019
Car Licence,Learner,66,F,1,01/08/2019
Car Licence,Learner,66,M,2,01/08/2019
Car Licence,Learner,67,F,2,01/08/2019
Car Licence,Learner,67,M,3,01/08/2019
Car Licence,Learner,68,F,2,01/08/2019
Car Licence,Learner,68,M,1,01/08/2019
Car Licence,Learner,71,F,1,01/08/2019
Car Licence,Learner,72,F,1,01/08/2019
Car Licence,Learner,72,M,1,01/08/2019
Car Licence,Learner,73,M,1,01/08/2019
Car Licence,Learner,75,M,2,01/08/2019
Car Licence,Learner,76,M,2,01/08/2019
Car Licence,Learner,77,F,1,01/08/2019
Car Licence,Learner,78,M,1,01/08/2019
Car Licence,Learner,79,M,1,01/08/2019
Car Licence,Learner,84,F,2,01/08/2019
Car Licence,Learner,87,M,1,01/08/2019
Car Licence,Learner,89,F,1,01/08/2019
Car Licence,Learner,93,M,1,01/08/2019
Car Licence,Learner,94,M,1,01/08/2019
Car Licence,Probationary,18,F,1,01/08/2019
Car Licence,Probationary,18,M,1,01/08/2019
Car Licence,Probationary,19,F,5,01/08/2019
Car Licence,Probationary,19,M,10,01/08/2019
Car Licence,Probationary,20,F,3,01/08/2019
Car Licence,Probationary,20,M,29,01/08/2019
Car Licence,Probationary,21,F,6,01/08/2019
Car Licence,Probationary,21,M,19,01/08/2019
Car Licence,Probationary,22,F,7,01/08/2019
Car Licence,Probationary,22,M,31,01/08/2019
Car Licence,Probationary,23,F,5,01/08/2019
Car Licence,Probationary,23,M,29,01/08/2019
Car Licence,Probationary,24,F,7,01/08/2019
Car Licence,Probationary,24,M,25,01/08/2019
Car Licence,Probationary,25,F,12,01/08/2019
Car Licence,Probationary,25,M,38,01/08/2019
Car Licence,Probationary,26,F,5,01/08/2019
Car Licence,Probationary,26,M,37,01/08/2019
Car Licence,Probationary,27,F,4,01/08/2019
Car Licence,Probationary,27,M,27,01/08/2019
Car Licence,Probationary,28,F,7,01/08/2019
Car Licence,Probationary,28,M,27,01/08/2019
Car Licence,Probationary,29,F,4,01/08/2019
Car Licence,Probationary,29,M,27,01/08/2019
Car Licence,Probationary,30,F,10,01/08/2019
Car Licence,Probationary,30,M,23,01/08/2019
Car Licence,Probationary,31,F,10,01/08/2019
Car Licence,Probationary,31,M,23,01/08/2019
Car Licence,Probationary,32,F,8,01/08/2019
Car Licence,Probationary,32,M,17,01/08/2019
Car Licence,Probationary,33,F,4,01/08/2019
Car Licence,Probationary,33,M,23,01/08/2019
Car Licence,Probationary,34,F,1,01/08/2019
Car Licence,Probationary,34,M,24,01/08/2019
Car Licence,Probationary,35,F,10,01/08/2019
Car Licence,Probationary,35,M,22,01/08/2019
Car Licence,Probationary,36,F,2,01/08/2019
Car Licence,Probationary,36,M,21,01/08/2019
Car Licence,Probationary,37,F,3,01/08/2019
Car Licence,Probationary,37,M,19,01/08/2019
Car Licence,Probationary,38,F,3,01/08/2019
Car Licence,Probationary,38,M,15,01/08/2019
Car Licence,Probationary,39,F,7,01/08/2019
Car Licence,Probationary,39,M,16,01/08/2019
Car Licence,Probationary,40,M,17,01/08/2019
Car Licence,Probationary,41,F,4,01/08/2019
Car Licence,Probationary,41,M,11,01/08/2019
Car Licence,Probationary,42,F,2,01/08/2019
Car Licence,Probationary,42,M,12,01/08/2019
Car Licence,Probationary,43,F,4,01/08/2019
Car Licence,Probationary,43,M,13,01/08/2019
Car Licence,Probationary,44,F,3,01/08/2019
Car Licence,Probationary,44,M,15,01/08/2019
Car Licence,Probationary,45,F,7,01/08/2019
Car Licence,Probationary,45,M,7,01/08/2019
Car Licence,Probationary,46,F,5,01/08/2019
Car Licence,Probationary,46,M,9,01/08/2019
Car Licence,Probationary,47,F,3,01/08/2019
Car Licence,Probationary,47,M,9,01/08/2019
Car Licence,Probationary,48,F,3,01/08/2019
Car Licence,Probationary,48,M,7,01/08/2019
Car Licence,Probationary,49,F,3,01/08/2019
Car Licence,Probationary,49,M,15,01/08/2019
Car Licence,Probationary,50,F,2,01/08/2019
Car Licence,Probationary,50,M,5,01/08/2019
Car Licence,Probationary,51,F,1,01/08/2019
Car Licence,Probationary,51,M,8,01/08/2019
Car Licence,Probationary,52,F,2,01/08/2019
Car Licence,Probationary,52,M,11,01/08/2019
Car Licence,Probationary,53,F,4,01/08/2019
Car Licence,Probationary,53,M,7,01/08/2019
Car Licence,Probationary,54,M,4,01/08/2019
Car Licence,Probationary,55,F,1,01/08/2019
Car Licence,Probationary,55,M,4,01/08/2019
Car Licence,Probationary,56,F,3,01/08/2019
Car Licence,Probationary,56,M,1,01/08/2019
Car Licence,Probationary,57,F,2,01/08/2019
Car Licence,Probationary,57,M,4,01/08/2019
Car Licence,Probationary,58,F,1,01/08/2019
Car Licence,Probationary,58,M,2,01/08/2019
Car Licence,Probationary,59,F,1,01/08/2019
Car Licence,Probationary,59,M,1,01/08/2019
Car Licence,Probationary,60,F,1,01/08/2019
Car Licence,Probationary,60,M,3,01/08/2019
Car Licence,Probationary,61,F,2,01/08/2019
Car Licence,Probationary,61,M,3,01/08/2019
Car Licence,Probationary,62,M,2,01/08/2019
Car Licence,Probationary,63,M,2,01/08/2019
Car Licence,Probationary,64,M,1,01/08/2019
Car Licence,Probationary,65,M,1,01/08/2019
Car Licence,Probationary,67,F,1,01/08/2019
Car Licence,Probationary,67,M,2,01/08/2019
Car Licence,Probationary,69,M,1,01/08/2019
Car Licence,Probationary,70,M,1,01/08/2019
Car Licence,Probationary,72,M,2,01/08/2019
Car Licence,Probationary,73,F,1,01/08/2019
Car Licence,Probationary,75,M,2,01/08/2019
Car Licence,Probationary,78,M,1,01/08/2019
Car Licence,Provisional,17,F,1121,01/08/2019
Car Licence,Provisional,17,M,1112,01/08/2019
Car Licence,Provisional,17,S,1,01/08/2019
Car Licence,Provisional,18,F,1820,01/08/2019
Car Licence,Provisional,18,M,1792,01/08/2019
Car Licence,Provisional,18,S,1,01/08/2019
Car Licence,Provisional,19,A,1,01/08/2019
Car Licence,Provisional,19,F,2022,01/08/2019
Car Licence,Provisional,19,M,2096,01/08/2019
Car Licence,Provisional,20,F,1073,01/08/2019
Car Licence,Provisional,20,M,1128,01/08/2019
Car Licence,Provisional,20,S,2,01/08/2019
Car Licence,Provisional,20,U,1,01/08/2019
Car Licence,Provisional,21,F,501,01/08/2019
Car Licence,Provisional,21,M,516,01/08/2019
Car Licence,Provisional,21,S,1,01/08/2019
Car Licence,Provisional,22,F,368,01/08/2019
Car Licence,Provisional,22,M,345,01/08/2019
Car Licence,Provisional,23,F,298,01/08/2019
Car Licence,Provisional,23,M,254,01/08/2019
Car Licence,Provisional,24,F,246,01/08/2019
Car Licence,Provisional,24,M,195,01/08/2019
Car Licence,Provisional,25,F,195,01/08/2019
Car Licence,Provisional,25,M,164,01/08/2019
Car Licence,Provisional,25,T,1,01/08/2019
Car Licence,Provisional,26,F,194,01/08/2019
Car Licence,Provisional,26,M,117,01/08/2019
Car Licence,Provisional,27,F,175,01/08/2019
Car Licence,Provisional,27,M,111,01/08/2019
Car Licence,Provisional,27,S,1,01/08/2019
Car Licence,Provisional,28,F,166,01/08/2019
Car Licence,Provisional,28,M,95,01/08/2019
Car Licence,Provisional,29,F,154,01/08/2019
Car Licence,Provisional,29,M,82,01/08/2019
Car Licence,Provisional,30,F,140,01/08/2019
Car Licence,Provisional,30,M,66,01/08/2019
Car Licence,Provisional,31,F,128,01/08/2019
Car Licence,Provisional,31,M,63,01/08/2019
Car Licence,Provisional,32,F,121,01/08/2019
Car Licence,Provisional,32,M,54,01/08/2019
Car Licence,Provisional,33,F,109,01/08/2019
Car Licence,Provisional,33,M,35,01/08/2019
Car Licence,Provisional,34,F,96,01/08/2019
Car Licence,Provisional,34,M,37,01/08/2019
Car Licence,Provisional,35,F,85,01/08/2019
Car Licence,Provisional,35,M,31,01/08/2019
Car Licence,Provisional,36,F,94,01/08/2019
Car Licence,Provisional,36,M,33,01/08/2019
Car Licence,Provisional,37,F,90,01/08/2019
Car Licence,Provisional,37,M,38,01/08/2019
Car Licence,Provisional,37,S,1,01/08/2019
Car Licence,Provisional,38,F,66,01/08/2019
Car Licence,Provisional,38,M,27,01/08/2019
Car Licence,Provisional,39,F,48,01/08/2019
Car Licence,Provisional,39,M,26,01/08/2019
Car Licence,Provisional,40,F,39,01/08/2019
Car Licence,Provisional,40,M,17,01/08/2019
Car Licence,Provisional,41,F,36,01/08/2019
Car Licence,Provisional,41,M,9,01/08/2019
Car Licence,Provisional,42,F,33,01/08/2019
Car Licence,Provisional,42,M,15,01/08/2019
Car Licence,Provisional,42,U,1,01/08/2019
Car Licence,Provisional,43,F,30,01/08/2019
Car Licence,Provisional,43,M,10,01/08/2019
Car Licence,Provisional,44,F,25,01/08/2019
Car Licence,Provisional,44,M,6,01/08/2019
Car Licence,Provisional,45,F,17,01/08/2019
Car Licence,Provisional,45,M,10,01/08/2019
Car Licence,Provisional,46,F,22,01/08/2019
Car Licence,Provisional,46,M,10,01/08/2019
Car Licence,Provisional,47,F,14,01/08/2019
Car Licence,Provisional,47,M,7,01/08/2019
Car Licence,Provisional,48,F,21,01/08/2019
Car Licence,Provisional,48,M,9,01/08/2019
Car Licence,Provisional,49,F,11,01/08/2019
Car Licence,Provisional,49,M,4,01/08/2019
Car Licence,Provisional,50,F,5,01/08/2019
Car Licence,Provisional,50,M,6,01/08/2019
Car Licence,Provisional,51,F,6,01/08/2019
Car Licence,Provisional,51,M,2,01/08/2019
Car Licence,Provisional,52,F,7,01/08/2019
Car Licence,Provisional,52,M,4,01/08/2019
Car Licence,Provisional,53,F,4,01/08/2019
Car Licence,Provisional,53,M,2,01/08/2019
Car Licence,Provisional,54,F,4,01/08/2019
Car Licence,Provisional,54,M,1,01/08/2019
Car Licence,Provisional,55,F,4,01/08/2019
Car Licence,Provisional,55,M,3,01/08/2019
Car Licence,Provisional,56,F,6,01/08/2019
Car Licence,Provisional,56,M,2,01/08/2019
Car Licence,Provisional,57,F,4,01/08/2019
Car Licence,Provisional,57,M,3,01/08/2019
Car Licence,Provisional,58,F,8,01/08/2019
Car Licence,Provisional,58,M,1,01/08/2019
Car Licence,Provisional,59,F,2,01/08/2019
Car Licence,Provisional,59,M,3,01/08/2019
Car Licence,Provisional,60,F,3,01/08/2019
Car Licence,Provisional,61,F,1,01/08/2019
Car Licence,Provisional,61,M,2,01/08/2019
Car Licence,Provisional,62,F,3,01/08/2019
Car Licence,Provisional,62,M,1,01/08/2019
Car Licence,Provisional,63,F,2,01/08/2019
Car Licence,Provisional,64,F,2,01/08/2019
Car Licence,Provisional,64,M,2,01/08/2019
Car Licence,Provisional,65,F,1,01/08/2019
Car Licence,Provisional,65,M,1,01/08/2019
Car Licence,Provisional,66,F,2,01/08/2019
Car Licence,Provisional,66,M,1,01/08/2019
Car Licence,Provisional,67,M,1,01/08/2019
Car Licence,Provisional,69,M,1,01/08/2019
Car Licence,Provisional,71,F,1,01/08/2019
Car Licence,Restricted,21,M,1,01/08/2019
Car Licence,Restricted,23,M,1,01/08/2019
Car Licence,Restricted,25,M,1,01/08/2019
Car Licence,Restricted,30,M,1,01/08/2019
Car Licence,Restricted,32,M,1,01/08/2019
Car Licence,Restricted,36,M,1,01/08/2019
Car Licence,Restricted,45,M,1,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,20,M,1,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,22,M,6,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,23,M,5,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,24,M,3,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,25,M,8,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,26,M,10,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,27,M,9,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,28,M,15,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,29,M,15,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,30,M,18,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,31,M,14,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,32,M,26,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,33,M,18,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,34,M,35,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,35,M,21,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,36,M,25,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,37,F,1,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,37,M,25,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,38,M,27,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,39,F,1,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,39,M,41,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,40,F,1,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,40,M,31,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,41,F,1,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,41,M,22,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,42,F,1,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,42,M,28,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,43,F,1,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,43,M,26,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,44,F,1,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,44,M,39,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,45,M,22,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,46,M,25,01/08/2019
Heavy Combination Vehicle Licence,National Heavy Veh,47,F,5,01/08/2019
